CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE
1;13;1302603;1;1;1;5;2;61012;"""0115L13""";01;011;0115;2;0;1;1;1;500;0;500;0;500;0;0;0;49;0;49;0;49;0;0;0;40;31;9;0;40;40;39;1;0;0;0;0;0;0;0;0;0;19;8;1;4;8;0;0;1;0;4;1;0;34;70;55;15;0;70;0;34;12;3;8;12;1;0;4;0;8;2;0;56;13;10;3;0;13;0;6;1;1;2;2;1;0;0;0;3;1;0;9;40;0;70;0;13;0;1;0;0;0;40;18;0;0;18;22;0;0;18;4;65;22;0;0;22;43;0;0;36;7;9;2;0;0;2;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;4;0;62;8;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.475;2022
1;13;1302603;1;1;2;5;2;46846;"""0115L04""";01;011;0115;2;0;1;1;1;434;239;195;0;240;0;194;0;46;1;45;0;46;0;0;0;46;27;19;1;45;46;33;12;0;1;0;0;0;0;0;0;1;34;4;4;1;0;1;1;41;1;4;0;0;0;105;60;45;33;72;1;65;17;14;3;3;2;0;62;8;27;1;0;7;18;7;11;16;2;0;11;2;3;1;1;0;0;4;1;13;0;0;0;46;0;105;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;10;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;5;0;93;12;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.565217391304348;2022
1;13;1302603;1;2;1;4;2;1183559;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;33;32;0;0;45;45;0;0;0;0;0;0;20;0;0;0;27;8;14;4;7;4;1;14;1;25;1;1;23;99;56;43;0;0;0;29;22;16;7;16;8;1;26;4;41;1;1;26;7;5;2;0;0;0;0;2;2;1;2;0;0;2;1;2;0;0;2;65;0;98;1;7;0;0;0;0;0;64;0;0;0;0;64;0;0;64;0;98;0;0;0;0;98;3;0;95;0;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;41;0;57;42;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.875;2022
1;13;1302603;1;2;1;4;2;1125999;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;29;14;0;0;19;19;0;0;0;0;0;0;24;0;0;0;11;13;5;8;6;0;0;7;2;16;0;0;18;44;28;16;0;0;0;7;9;6;7;11;3;1;5;2;23;1;0;13;3;2;1;0;0;0;0;0;2;0;1;0;0;1;0;1;0;0;1;43;0;44;0;3;0;1;1;0;0;40;0;0;0;0;40;0;0;40;0;44;0;0;0;0;44;0;0;44;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;25;0;27;17;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6976744186046512;2022
1;13;1302603;1;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;21;6;0;0;20;6;0;0;14;0;0;0;7;0;0;0;2;7;3;3;10;1;1;4;1;9;0;1;12;12;10;2;0;0;0;1;3;0;1;5;1;1;2;1;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;12;0;0;0;1;1;1;0;16;0;0;0;0;16;0;0;16;0;5;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;5;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5925925925925926;2022
1;13;1302603;1;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;19;15;0;0;16;16;0;0;0;0;0;0;18;0;0;0;12;1;2;1;14;3;1;7;1;16;1;1;8;27;17;10;0;0;0;11;1;2;0;11;2;0;4;1;14;1;1;6;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;34;0;27;0;1;0;0;0;0;0;25;0;0;0;0;25;0;0;25;0;20;0;0;0;0;20;0;0;20;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;7;0;22;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23529411764705882;2022
1;13;1302603;1;2;1;4;2;100307;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;15;9;3;0;3;0;0;0;0;0;0;0;9;2;1;2;1;0;0;5;0;9;0;0;1;13;9;4;0;0;0;7;3;2;1;0;0;0;2;1;7;0;0;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;14;1;12;1;1;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;2022
1;13;1302603;1;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;11;8;0;0;17;9;7;0;1;0;0;0;2;0;0;0;5;5;2;4;2;1;0;3;1;11;1;0;3;32;16;16;0;0;0;7;7;3;7;7;1;0;6;2;20;0;1;3;3;1;2;0;0;0;0;1;0;0;1;1;0;0;1;2;0;0;0;19;0;31;1;2;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4;0;25;7;0;1;2;0;0;0;0;0;31;13;30;3;39;19;32;3;0;0;0;0;0.3684210526315789;2022
1;13;1302603;1;2;2;4;2;1375259;"""0115L02""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;10;4;0;0;14;12;2;0;0;0;0;0;0;0;0;0;2;2;3;1;4;2;0;0;0;5;0;1;8;20;15;5;0;0;0;3;3;4;2;5;3;0;4;0;7;0;1;8;2;2;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;13;1;18;2;2;0;1;0;0;0;11;0;0;0;0;11;0;0;11;0;16;0;0;0;0;16;1;0;16;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;14;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2022
1;13;1302603;1;2;2;4;2;1363693;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;46;37;0;0;82;68;14;0;0;0;0;0;1;0;0;2;24;21;8;6;16;4;2;11;1;22;0;0;49;153;86;67;0;0;2;41;34;22;17;25;10;2;55;3;43;1;1;50;12;7;5;0;0;0;2;1;4;4;0;1;0;7;1;4;0;0;0;83;0;153;0;12;0;1;0;0;0;71;0;0;0;0;71;2;0;71;0;130;0;0;0;0;130;9;0;130;0;12;0;0;0;0;12;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;7;0;120;33;0;8;4;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0.7349397590361446;2022
1;13;1302603;1;2;2;4;2;1375276;"""0115L07""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;31;9;0;0;38;36;2;0;0;0;0;0;2;0;0;0;5;4;8;9;11;3;0;3;1;19;1;0;16;66;49;17;0;0;0;7;9;13;15;18;4;0;21;3;24;2;0;16;2;2;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;40;0;66;0;2;0;5;2;4;1;33;0;0;0;0;33;0;0;33;0;50;0;0;0;0;50;0;0;50;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;6;0;34;32;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.6;2022
1;13;1302603;1;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;82;34;0;0;108;102;6;0;0;0;0;0;8;0;0;1;17;17;20;16;31;11;3;19;5;37;0;0;55;202;144;58;0;0;1;27;24;33;27;55;29;6;62;7;78;1;0;54;15;9;6;0;0;0;1;1;3;1;7;2;0;5;1;8;0;0;1;116;0;201;1;15;0;7;5;6;0;101;0;0;0;0;101;2;0;101;0;163;0;0;0;0;163;8;0;163;0;14;0;0;0;0;14;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;18;0;103;99;0;2;13;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.6551724137931034;2022
1;13;1302603;1;2;2;4;2;1186955;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;5;0;0;2;2;0;0;0;0;0;0;13;0;0;0;1;5;2;2;4;1;0;1;0;6;0;0;8;19;11;8;0;0;0;0;4;2;7;4;2;0;2;0;7;0;0;10;5;2;3;0;0;0;0;0;1;3;0;1;0;0;0;3;0;0;2;15;0;19;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;0;11;8;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26666666666666666;2022
1;13;1302603;1;2;2;4;2;1575905;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;9;4;0;0;8;5;3;0;0;0;0;0;5;0;0;0;6;1;2;1;2;0;1;2;0;9;0;1;1;3;2;1;0;0;0;1;0;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46153846153846156;2022
1;13;1302603;1;2;2;5;2;1511134;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;15;9;0;0;24;23;0;0;1;0;0;0;0;0;0;0;5;3;10;1;3;1;1;21;2;1;0;0;0;27;17;10;0;0;0;5;5;9;1;4;2;1;21;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;0;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7916666666666666;2022
1;13;1302603;1;2;2;5;2;1511136;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;25;16;0;0;41;40;1;0;0;0;0;0;0;0;0;0;21;5;4;3;6;2;0;35;0;6;0;0;0;47;23;24;0;0;0;22;8;8;2;4;3;0;43;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;4;0;37;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6341463414634146;2022
1;13;1303403;0;1;1;2;1;60624;"""0115L13""";01;011;0115;2;1;1;1;1;50;50;0;0;50;0;0;0;108;108;0;0;108;0;0;0;39;28;11;39;0;39;35;0;4;0;0;0;0;0;0;0;0;28;6;3;1;1;0;0;2;1;35;0;0;1;172;114;58;172;0;0;114;33;13;5;7;0;0;4;3;101;1;5;58;13;10;3;13;0;0;6;4;3;0;0;0;0;0;0;2;0;0;11;39;0;172;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1;0;126;46;0;4;9;0;0;0;0;0;11;0;11;3;72;4;72;6;0;0;0;0;0.8205128205128205;2022
1;13;1303403;0;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;9;4;0;0;13;9;0;0;4;0;0;0;0;0;0;0;3;2;4;1;3;0;0;1;0;8;0;1;3;16;11;5;0;0;0;2;2;4;2;5;1;0;2;0;10;0;2;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;13;0;16;0;1;0;0;0;0;0;6;0;0;0;0;6;0;0;6;0;7;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;15;1;0;1;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0.9230769230769231;2022
1;13;1303403;0;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;0;12;11;0;0;1;0;0;0;0;0;0;0;6;2;2;1;1;0;0;1;0;6;0;0;5;14;6;8;0;0;0;3;2;4;1;4;0;0;1;0;9;0;2;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;12;0;14;0;1;0;1;0;1;0;7;0;0;0;0;7;0;0;7;0;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;12;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8333333333333334;2022
1;13;1303536;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;11;6;0;0;16;15;1;0;0;0;0;0;1;0;0;2;6;1;2;3;1;2;0;2;0;3;0;0;12;28;21;7;0;0;2;6;2;3;7;4;4;0;8;0;7;0;0;13;2;2;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;17;0;28;0;2;0;0;0;0;0;16;0;0;0;0;16;0;0;16;0;21;0;0;0;0;21;0;0;21;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;16;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4117647058823529;2022
1;13;1304062;0;1;1;2;1;91311;"""0115L13""";01;011;0115;2;1;1;1;1;50;50;0;0;50;0;0;0;81;81;0;0;81;0;0;0;35;19;16;35;0;35;34;0;1;0;0;0;0;0;0;0;1;24;5;4;0;1;0;0;0;0;23;0;12;0;222;146;76;159;63;1;116;40;35;13;16;1;0;18;2;106;1;33;62;22;15;7;15;7;0;9;6;4;1;2;0;0;1;0;5;0;0;16;35;0;222;0;22;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;200;22;0;20;2;0;0;0;0;0;9;1;9;1;63;0;61;16;0;0;0;0;2.3714285714285714;2022
1;13;1304062;0;2;1;4;2;1268545;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;8;0;0;14;14;1;0;0;0;0;0;0;0;0;0;3;9;1;0;1;0;0;0;0;2;0;7;5;7;3;4;0;0;0;2;4;0;0;1;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35714285714285715;2022
1;13;1304062;0;2;1;4;2;1132133;"""0115L12""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;11;11;0;0;0;0;0;0;0;0;0;0;3;2;2;2;2;0;0;0;0;3;0;2;6;9;6;3;0;0;0;0;2;3;2;1;1;0;0;0;5;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36363636363636365;2022
1;13;1304203;0;1;1;2;1;91323;"""0115L13""";01;011;0115;2;1;1;1;1;50;0;50;0;50;0;0;0;69;0;69;0;69;0;0;0;31;24;7;0;31;31;29;0;2;0;0;0;0;0;0;0;0;22;4;5;0;0;0;0;2;0;25;2;2;0;198;159;39;115;83;0;100;54;28;9;6;1;0;8;3;120;2;11;54;25;21;4;21;4;0;8;9;5;3;0;0;0;2;0;4;0;0;19;31;0;198;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;0;164;34;0;16;9;0;0;0;0;0;151;21;149;22;61;0;61;13;0;0;0;0;1.4838709677419355;2022
1;13;1304203;0;2;1;4;2;1268545;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;5;0;0;13;13;0;0;0;0;0;0;0;0;0;0;7;5;1;0;0;0;0;0;0;8;0;2;3;7;6;1;0;0;0;4;2;1;0;0;0;0;0;0;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0769230769230769;2022
1;13;1304203;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;9;5;0;0;13;13;0;0;0;0;0;0;1;0;0;0;4;4;3;2;1;0;0;1;0;2;0;0;11;19;13;6;0;0;0;7;4;4;3;1;0;0;4;0;4;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;19;0;0;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;16;0;0;0;0;16;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7857142857142857;2022
1;15;1500107;0;1;1;1;1;1179262;"""0115L02""";01;011;0115;2;1;1;1;1;43;43;0;0;30;0;13;0;88;88;0;0;80;0;8;0;23;18;5;23;0;22;0;18;0;4;0;0;0;1;0;0;0;15;4;1;2;1;0;0;6;5;12;0;0;0;100;79;21;72;28;0;39;34;8;11;7;1;0;14;16;68;0;0;2;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;23;0;100;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;65;65;21;0;38;0;1;1;0;0;1;0;20;3;0;84;16;0;1;0;0;0;0;0;0;29;0;27;0;4;0;2;0;0;0;0;0;0.17391304347826086;2022
1;15;1500107;0;1;1;1;1;114850;"""0115L13""";01;011;0115;2;1;1;1;1;142;142;0;0;132;0;10;0;377;377;0;0;369;0;8;0;85;61;24;85;0;82;0;72;0;10;0;0;0;3;0;0;0;66;8;5;4;1;1;0;13;19;53;0;0;0;373;287;86;284;89;0;213;75;45;22;15;2;1;50;67;245;1;3;7;20;15;5;20;0;0;2;8;5;0;5;0;0;2;2;14;0;0;2;85;0;373;0;20;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;11;0;1;0;255;254;102;0;132;0;13;12;3;0;8;0;75;10;0;326;47;0;15;5;0;12;0;1;1;67;0;66;1;5;0;5;0;0;0;0;0;0.12941176470588237;2022
